Protein	H1	H2	H3	L1	L2	L3
Q99536;B0AZP7;B3KUF8	377520000	397770000	383680000	566820000	707770000	642870000
Q99543-2;Q99543;F2Z3H0;F2Z3N9;F5H621	11061000	11130000	7663700	14029000	15745000	19402000
Q99549;Q99549-2;A6NJK0	2050500	2089000	1686200	0	0	1590300
Q99567;B4DP20	17066000	13337000	25386000	26057000	31610000	34152000
Q99570	7116400	7951400	5925000	4714700	12247000	10587000
Q99575	46174000	50994000	50621000	80219000	61116000	61116000
Q99583	10101000	10994000	13805000	19503000	14492000	10998000
Q99584	44118000	64914000	57278000	86353000	63233000	82615000
Q99614;H0YB37	51246000	42991000	70931000	72337000	66109000	75846000
Q99622	5717900	16744000	7359000	10822000	7548600	5559200
Q99661;Q99661-2;B7Z6Q6;B7Z7M6;Q5JR91	111450000	110050000	115430000	180880000	192080000	195820000
Q99707;B4DST3;B7ZLW7;B1ANE3	36606000	38941000	39426000	71603000	63222000	60284000
Q99714;Q99714-2;Q5H928	1079200000	1058100000	1057600000	1762300000	1455900000	1.561e+09
Q99720;Q99720-3;Q99720-4;Q99720-5;E7ENK7;Q99720-2	24614000	19924000	17347000	27676000	43358000	51911000
Q99728;E7EUI3	19636000	17471000	12169000	29606000	20419000	20759000
Q99797	17606000	12166000	15638000	27161000	24273000	25528000
Q99832;Q99832-3;B8ZZC9;F5GZK5;Q99832-4;B7Z1C9;Q99832-2	2603200000	2145500000	2248700000	4030300000	3693100000	3402600000
Q99961	32443000	32809000	26260000	41714000	32237000	44280000
Q99986;H0YJ50	449570000	360200000	364780000	635400000	588850000	582460000
Q9BPX3	57817000	65984000	41191000	97840000	70107000	76711000
Q9BQ67	176820000	216620000	232810000	340240000	273790000	312570000
Q9BQ69	6942800	3937100	0	10537000	8113000	7202600
Q9BQA1;B4DP38;H0Y711	1.03e+08	89383000	120930000	129250000	117050000	161100000
Q9BQC3;A8MVC9;H0YCR5;B4DNI8	1698000	0	0	0	3678400	1950500
Q9BQG0;Q9BQG0-2;I3L1L3	2429200000	1944400000	2498700000	3388400000	3387900000	3.363e+09
Q9BR76;F5H390;H0Y3L6;E7EW44	85578000	62801000	87523000	147320000	111030000	119980000
Q9BRA2;I3L0K2;I3L3M7;I3L2R6	286420000	261640000	255570000	562680000	401260000	522460000
Q9BRD0;Q9BRD0-2	21288000	16400000	17135000	32984000	38893000	30871000
Q9BRJ7	35507000	31897000	27047000	55279000	65220000	44116000
Q9BRK5;Q9BRK5-6;Q9BRK5-4;Q9BRK5-3;G3V1E2;Q9BRK5-2	21179000	14126000	10035000	27008000	42967000	31725000
Q9BRP1	8538300	0	0	4479100	5297200	4305900
Q9BRR6-2;Q9BRR6;Q9BRR6-4;Q9BRR6-3;E7EQY8	5447800	0	7271000	8273500	11314000	6998100
Q9BRT9;E5RFF9	22075000	17609000	18973000	40564000	31378000	30967000
Q9BRX8-2;Q9BRX8	39310000	35501000	35397000	62788000	52755000	43235000
Q9BRZ2	4751800	6482100	5592200	6568700	7750700	6078400
Q9BS26	73278000	101740000	89780000	134200000	169230000	177030000
Q9BSD7;Q5TDF0	14815000	14070000	11082000	15527000	25860000	16001000
Q9BSE5	5613600	6610200	7417800	7660400	5887200	6741600
Q9BSH4	40260000	32842000	14373000	30855000	46383000	42385000
Q9BSJ8;Q9BSJ8-2;B3KY56	494090000	427820000	396100000	553870000	624120000	583030000
Q9BSL1	14068000	0	21402000	18395000	0	0
Q9BT22;B4DP08	18454000	9867000	46373000	40837000	24662000	56197000
Q9BT73	10074000	5326700	6451800	19915000	9897500	6096200
Q9BTA9-2;Q9BTA9;Q9BTA9-5	33020000	39570000	16185000	48342000	62483000	22115000
Q9BTC0;Q9BTC0-1	213750000	259670000	230390000	301790000	310930000	290080000
Q9BTD8-4;Q9BTD8-2;Q9BTD8-3;Q9BTD8	62373000	65744000	71535000	116930000	122720000	115750000
Q9BTT0;Q5TB20;E9PPH5;Q5TB19;E9PLC4	176330000	254670000	151680000	426760000	402520000	474930000
Q9BTU6;E9PAM4	5799300	5450600	6935900	7463500	5106100	6560100
Q9BTV4	9987900	7713100	8493500	7526200	19687000	13599000
Q9BTW9;Q9BTW9-4;Q9BTW9-5;F8WC00	20144000	17667000	19241000	35343000	32680000	35762000
Q9BU76;Q9BU76-4;Q9BU76-3	13464000	10229000	0	14227000	19831000	17656000
Q9BUB7;Q9BUB7-2	9252800	13999000	9366400	12131000	13306000	14525000
Q9BUE0	5123400	4396100	3429500	2171800	0	7826200
Q9BUF5;B4DP54;B3KS31	162640000	161500000	178170000	206750000	140310000	121340000
Q9BUK6-7;Q9BUK6-3;Q9BUK6-2;Q9BUK6;Q9BUK6-5;B4DF47	3724800	3930900	1502600	1872700	2555700	1430700
Q9BUL8;C9J5C3;C9J363;C9J6F3;H7C5M9;C9JSA3;C9JND6	43770000	28808000	36627000	27665000	48393000	38838000
Q9BUL9	24291000	31386000	16853000	28873000	31561000	20447000
Q9BUP3;Q9BUP3-3;E9PI87	205810000	183420000	209830000	391640000	289510000	313010000
Q9BUQ8	1550500000	1524900000	1783600000	2138300000	2321400000	2.384e+09
Q9BUZ4;Q9BUZ4-2;B4DUU9	2979000	4433400	0	2264400	3731500	3430900
Q9BV20;Q9BV20-2	13941000	18795000	18931000	25238000	31028000	20992000
Q9BV38	183980000	237630000	174460000	286650000	215550000	311170000
Q9BV44;H7C3J3	11728000	12663000	12794000	20253000	18987000	14959000
Q9BV57;Q9BV57-2	75174000	59808000	91547000	110070000	93278000	142070000
Q9BV73-2;Q9BV73;H7C0P0	0	69978000	49864000	239920000	179530000	113050000
Q9BV86;Q9BV86-2	46241000	24995000	43179000	99330000	150910000	143540000
Q9BVC5;C9J4K0;B4E2G9	36962000	36137000	33966000	55950000	59891000	60907000
Q9BVI0	5522000	5141100	0	4231700	4845300	6118300
Q9BVI4;F5H303	21413000	25925000	19390000	33710000	31810000	29166000
Q9BVK6	23031000	33100000	24348000	32933000	33168000	39945000
Q9BVP2-2;Q9BVP2	91346000	105140000	73570000	122240000	154350000	111650000
Q9BVQ7;Q9BVQ7-2	21639000	22564000	15406000	23892000	30476000	25276000
Q9BW19	66041000	72023000	62231000	83806000	100470000	105630000
Q9BW27;B4DMQ3;B4DPW1;F5H0B4	364240000	275250000	330930000	343070000	432140000	410510000
Q9BW71-2;Q9BW71;H3BSR3	6027100	5685000	5497300	4628400	8573500	9009700
Q9BW91-2;Q9BW91;H7C386;D6RAW2	12779000	25206000	15880000	26099000	30790000	25699000
Q9BW92;E7EVR9;Q9H9V2	6624700	4741200	9291800	10697000	8673000	8039400
Q9BWD1;B7Z233	85542000	87381000	81662000	121970000	109830000	84869000
Q9BWH6-2;Q9BWH6;Q9BWH6-3;H3BRE8	0	2652000	0	2855400	2959800	2002000
Q9BWS9;Q9BWS9-2;E9PPA0;Q9BWS9-3;E9PI70;E9PIP0;E9PRL3;E9PPH0	39953000	43358000	30657000	33493000	29690000	34215000
Q9BWU0	11660000	8824600	10285000	13462000	17179000	20736000
Q9BX10-4;Q9BX10;H0Y7A5;Q9BX10-2	5279000	4226800	4383300	6538200	6940200	5538300
Q9BXB4	8594900	10437000	12330000	17964000	14373000	10870000
Q9BXF6	8525700	5981600	10160000	14085000	6197600	8844800
Q9BXJ9;F5H5A7;Q9BXJ9-4	51727000	35856000	46400000	86668000	100200000	103840000
Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5;H7C3A1	1067900000	938460000	1119800000	1664700000	1786300000	1605700000
Q9BXS6-3;Q9BXS6-5;Q9BXS6-2;Q9BXS6;Q9BXS6-4;E7ERR5;E9PB35	26405000	19496000	24843000	28219000	33688000	42856000
Q9BXW7-2;Q9BXW7;A8MYZ9	8195400	11820000	0	0	7270600	8063600
Q9BXW9-2;Q9BXW9;Q9BXW9-3	102480000	84670000	88869000	131800000	135020000	137030000
Q9BY44;B4DQ14;F8WAE5;B4DF96;C9IZE1	301020000	242450000	256700000	367380000	324520000	365010000
Q9BY77;Q9BY77-2;F8WCX5	4.27e+08	380730000	484800000	574280000	634970000	592320000
Q9BYD1;E5RFI2	4682500	5831900	2360400	4469500	5501700	4804500
Q9BYD3-2;Q9BYD3	20950000	21039000	27562000	21167000	22606000	17058000
Q9BYK8;Q9BYK8-2;Q9BYK8-4	25410000	27585000	23769000	24795000	37882000	27940000
Q9BYN0	27571000	25123000	25039000	35214000	42806000	32061000
Q9BYT8;E9PCB6;F8W713;H0YAK4	33962000	44739000	34872000	42716000	61827000	63030000
Q9BYX2-3;Q9BYX2-2;Q9BYX2;Q9BYX2-4	0	0	0	0	2172500	0
Q9BZ95-2;Q9BZ95;Q9BZ95-4;C9JY66;B7ZL11;Q9BZ95-3	11539000	8680400	5529400	11552000	11491000	10897000
Q9BZE1;E9PB99	9172200	20154000	6317500	8656000	10768000	8710300
Q9BZH6	4627700	6516500	0	24872000	7959100	7252600
Q9BZX2;B4DGD3	30693000	30190000	25250000	74827000	36493000	41176000
Q9BZZ5-2;G3V1C3;Q9BZZ5;Q9BZZ5-5;Q9BZZ5-3;B4DDR3;Q9BZZ5-1	791760000	776790000	726920000	1277200000	1241600000	1179800000
Q9C005;B4DIS3	127890000	145100000	209280000	374300000	327380000	106190000
Q9C0B1	17861000	30110000	16768000	18302000	23057000	21058000
Q9C0B7	0	0	0	7564300	9368100	0
Q9C0C2	19376000	19318000	0	23173000	26974000	18161000
Q9C0C9	37727000	46333000	30161000	80163000	81257000	80152000
Q9C0D5-2;Q9C0D5	18704000	15049000	14842000	20026000	20604000	23199000
Q9C0J8	136180000	143190000	154560000	150900000	191970000	196180000
Q9GZL7	5773700	4797100	0	0	7956200	10930000
Q9GZN1;F8VP72;F8W043;F8W0Q1;F8W057;F8VRL1	20873000	23788000	11274000	47443000	46522000	48685000
Q9GZN8;Q9GZN8-2;H7BYU9;E9PAL2	71996000	47607000	25268000	42286000	52864000	40170000
Q9GZR2	17849000	25343000	16607000	30787000	26485000	28551000
Q9GZS1-2;Q9GZS1;E7EX70	256810000	182020000	243240000	301200000	371540000	376560000
Q9GZT8-2;Q9GZT8;E7EXA3;Q6X734;Q9GZT8-3;B8ZZI0;C9JN42	14254000	7504900	11834000	13653000	11347000	11908000
Q9GZY8-2;Q9GZY8;Q9GZY8-4;Q9GZY8-5;Q9GZY8-3;C9JHF5;H7C433	12543000	10220000	11114000	14612000	22864000	17164000
Q9H074;D6REB4;A6NKV8;Q9H074-2;D6RJF2;D6R9H8	27092000	29994000	27683000	32602000	50480000	38905000
Q9H078-2;F8W7P6;Q9H078;B4DXW4;E7EWN6;H0YGM0;Q7Z777;F5GX99	60652000	67640000	39687000	81032000	76319000	83284000
Q9H089;H7C2X7	3777500	8766800	0	4085100	2928700	3940400
Q9H0A0;E7ESU4;E9PMN9	1305400000	1462800000	1473500000	1899900000	1937800000	2.024e+09
Q9H0C8	4014400	2404100	5573900	3657900	5245300	7999200
Q9H0G5;H7BYM1;F5H727	19910000	18947000	18705000	76964000	61369000	45938000
Q9H0H0	34657000	41979000	47088000	70879000	54421000	50202000
Q9H0H5;F8VWX0;F8W0L1;F8VZ66;F8VV47;F8VWY4;F8VVE5;F8VRD2	25720000	17240000	12595000	44634000	26457000	30975000
Q9H0J9;G5E9U9	3155300	2811700	4177100	3335300	4309700	4311300
Q9H0K6;F8VP66;F8VW99	5458900	4071300	6059300	8099700	9359900	7342000
Q9H0L4	10531000	12108000	9222100	14738000	19937000	17135000
Q9H0P0-3;Q9H0P0-2;Q9H0P0-1;Q9H0P0;B9A035	27169000	26175000	20505000	44195000	35882000	44113000
Q9H0S4;G5E955	355520000	379950000	335740000	404650000	428880000	437090000
Q9H1A4;H0Y564	124170000	143270000	120970000	211040000	176180000	158680000
Q9H1K1-2;Q9H1K1;B1P7G3;F5H5N2;B4DNC9;B3KQ30	0	5183200	0	9148600	0	0
Q9H270	10785000	11807000	9102300	17031000	12119000	16192000
Q9H2G2-2;Q9H2G2	18180000	12869000	6241700	22913000	26228000	12117000
Q9H2J4;H7BZP2	10921000	16331000	11293000	8902800	8806700	9409000
Q9H2M9	11746000	16176000	11870000	27017000	25304000	18064000
Q9H2P0	28813000	26995000	16012000	26968000	41551000	34728000
Q9H2U2-2;E2QRM6;Q9H2U2;H0Y9D8;Q9H2U2-3;F8WDN9;D6R967;B4DFH3	93470000	77063000	85870000	204390000	181610000	215320000
Q9H2W6	15652000	19861000	14996000	27487000	26280000	21234000
Q9H307;Q9H307-2	109500000	130350000	102640000	145750000	234980000	168860000
Q9H3K6	126840000	143900000	115230000	178680000	188330000	226100000
Q9H3N1	125490000	147970000	110780000	194620000	217870000	180870000
Q9H3P2;C9JHL4;B3KSP0;H0Y3X6;C9JEM7;H7C2C7	33410000	20759000	32891000	32707000	36723000	25986000
Q9H3P7	13649000	15070000	4853000	9521100	14957000	21284000
Q9H3U1-2;Q9H3U1	71013000	68576000	62748000	82728000	88212000	84761000
Q9H444	56548000	74322000	63100000	117910000	120820000	86839000
Q9H488;Q9H488-2	31835000	30400000	18577000	62982000	44334000	41378000
Q9H4A4;A6NKB8	202540000	182550000	243330000	336470000	334820000	292210000
Q9H4L4	158130000	156010000	182780000	231110000	211780000	214420000
Q9H4M9;F5H5B6;C9J2Z4;B4DZH9;C9JC03	46722000	40223000	29086000	30188000	32418000	58143000
Q9H501	32032000	28077000	28581000	15859000	18926000	15288000
Q9H568	41919000	35543000	21888000	16378000	56460000	46772000
Q9H582;Q9H582-2	5074600	6771900	0	6007800	7199300	0
Q9H5Q4	10080000	12953000	11060000	21454000	22783000	26820000
Q9H6F5;B4DY99	8173500	5934100	9431800	13724000	16405000	19263000
Q9H6R0;I3L1L6;Q9H6R0-2;Q05BE5	70705000	99211000	73536000	112580000	111530000	110130000
Q9H6R4-4;Q9H6R4;G8JLK7;Q9H6R4-2;Q9H6R4-3;F5H6M7	109120000	102930000	97701000	106400000	103890000	131390000
Q9H6S0;E9PE26	26902000	25787000	37844000	42198000	38747000	41071000
Q9H6T3-2;Q9H6T3	17663000	9242100	10666000	24317000	28312000	25196000
Q9H6Z4-3;Q9H6Z4-2;Q9H6Z4;F5H4C2;H7BXQ0	14293000	17287000	12124000	20588000	15896000	19456000
Q9H773	28422000	34186000	23195000	60561000	68750000	84212000
Q9H792;H0YN99;H3BUZ5	0	661960	0	0	0	0
Q9H7B2;Q5VXM9;Q5VXN0	17720000	13790000	10296000	17300000	9251200	14921000
Q9H7D0;H0Y7N4	57093000	59306000	47032000	106150000	95262000	80092000
Q9H7D7-2;Q9H7D7;C9JCS7	8721200	18666000	11308000	10903000	12492000	12461000
Q9H7E9;Q9H7E9-2	23967000	19501000	11319000	18280000	27206000	29763000
Q9H7Z6;Q9H7Z6-2;H3BMX5	3993600	2844700	2828500	3966900	6889500	5129000
Q9H7Z7;H7C5L1;A6NHH0	42836000	54557000	30695000	68174000	71907000	58393000
Q9H814;B4DPU2	12700000	11867000	0	10771000	10295000	9930400
Q9H8H0;B7Z5V9	13627000	17015000	21847000	25610000	22048000	20079000
Q9H967	8416700	11985000	8221700	8094600	12966000	8921900
Q9H981;Q9H981-2	7274300	16078000	5944400	7844300	12106000	14304000
Q9H993;F5GZY1	4153200	4145300	4791900	6599800	6039600	5760200
Q9H9A6	17279000	36659000	20839000	16682000	10011000	28087000
Q9H9F9	7555200	13925000	8437300	15398000	23236000	18312000
Q9H9J2	1994500	0	0	9286000	0	0
Q9H9L3	4151200	4693800	4402900	2695400	5002200	5081200
Q9H9T3-2;Q9H9T3;B4DXV1;B4DE19;B4DIG1;B4DKA4	18417000	24829000	14988000	28431000	32086000	31544000
Q9HAU5;Q9HAU5-2	16926000	19523000	16664000	26312000	23205000	21158000
Q9HAV4;C9J4N8;E7EQK9;E7EQN7	285450000	239850000	355650000	449440000	307710000	383110000
Q9HAV7;B4DWV5	37031000	46032000	46586000	38118000	101080000	75967000
Q9HB07;F8VQQ3;F5H641;F8VR84	103050000	94662000	120700000	162560000	220270000	166510000
Q9HB71;Q5R370;B3KSF1	1521200000	1633100000	1649400000	1956300000	2491200000	2551700000
Q9HBH5	2272700	3112500	2992100	5089600	5067900	3126300
Q9HBL8;I3L1Y8;I3L3Z0;I3L543;I3L3I6	6358800	6642200	5839800	17200000	10253000	8485100
Q9HC36;I3L443	29839000	29494000	36310000	79744000	70054000	57954000
Q9HC38-2;Q9HC38;B7Z403;E7EMY5;I3L3Q4;Q9HC38-3	145700000	160280000	137660000	201150000	225590000	221920000
Q9HCC0;Q9HCC0-2;D6RDF7	41490000	24397000	21381000	38746000	63406000	62257000
Q9HCD5	28105000	33364000	36269000	28003000	32952000	34026000
Q9HCE1-2;Q9HCE1;Q5JR04;Q9H8T8	3929100	3873000	3917600	3703800	5104200	4396900
Q9HCE3	9055100	1749200	3391000	9097900	8844000	10926000
Q9HCN4;B5MBZ5;Q9HCN4-2	6249800	10120000	8673700	6812900	9930800	9233100
Q9HCU5;B5MC98	16977000	4779800	11636000	18340000	19628000	15460000
Q9HDC9;H0Y512;Q9HDC9-2	172180000	181720000	185550000	271850000	288290000	232030000
Q9NP77;Q5SV20;Q9NP77-2	9880500	8944200	6774500	4826600	27726000	27297000
Q9NP79;H7BZH5	90961000	92669000	88987000	112650000	121760000	104630000
Q9NP92	13290000	14900000	10855000	17787000	29438000	19220000
Q9NPD3;E9PI41	142810000	133550000	151510000	329040000	210300000	228930000
Q9NPD8	40996000	11599000	21665000	30775000	40687000	65348000
Q9NPE3	83628000	64113000	117610000	185620000	145520000	163520000
Q9NPF4;G3V445;G3V282	5585100	6988200	9319900	8493300	11404000	8583600
Q9NPF5;Q5TG40;Q5TG39;Q5TG38	44355000	47141000	29608000	66594000	67600000	69951000
Q9NPG3-2;Q9NPG3	13523000	13522000	9420700	14217000	15454000	12037000
Q9NPI1;Q9NPI1-2	22048000	23107000	55062000	38534000	39233000	33857000
Q9NPI6	5720100	3062300	4331600	29178000	11253000	7025700
Q9NPJ3;F5H2L4	56087000	42602000	50721000	77748000	80989000	93619000
Q9NPJ6;B4DX67;Q5T911;E9PDW1	7077700	13043000	26892000	13936000	9657100	12327000
Q9NPQ8-2;Q9NPQ8-4;Q9NPQ8;Q9NPQ8-3;H0YEN0	16732000	19008000	16238000	25108000	30918000	21350000
Q9NQ88	11635000	11581000	10025000	5598300	13112000	6744300
Q9NQG5	1.35e+08	143930000	137370000	246390000	179280000	172120000
Q9NQR4;H7C579	136840000	152220000	157650000	199830000	161330000	191290000
Q9NQT4	29896000	36697000	38003000	50688000	87679000	40255000
Q9NQT5	122980000	159430000	151060000	218770000	214520000	191460000
Q9NQW6-2;Q9NQW6	12532000	11500000	13501000	19833000	22042000	17054000
Q9NR09	30980000	25584000	30571000	44680000	42111000	36372000
Q9NR12;Q9NR12-2;Q9NR12-3;D6RF83;Q9NR12-5;H7BYK4;Q9NR12-6;Q9NR12-4;D6RH06	55458000	59258000	40210000	79507000	70714000	74621000
Q9NR28-2;Q9NR28;F5H796;F5GX50;F5GXT8;H7BZK7;Q9NR28-3	32877000	16940000	26057000	41596000	40806000	42970000
Q9NR30;Q9NR30-2	5251800000	5524300000	5789100000	7.353e+09	8263500000	9042200000
Q9NR31;B4DQ19;Q5SQT8	321010000	220670000	252880000	449260000	350130000	318740000
Q9NR45	115170000	126870000	72094000	140720000	166660000	173670000
Q9NR50-3;Q9NR50-2;Q9NR50;H0Y580	11413000	12398000	15814000	20912000	23821000	28732000
Q9NRF9	96429000	83517000	128800000	49783000	121390000	81896000
Q9NRG0;E5RGS9	25627000	28824000	40717000	27777000	83023000	65456000
Q9NRG9;Q9NRG9-2;F8VZ44;H3BU82	83112000	73185000	88286000	99047000	117190000	107090000
Q9NRL2;Q9NRL2-2;F5H239	121870000	127650000	88971000	130950000	148910000	145310000
Q9NRN7;B4DDW7;E9PLW6	23168000	21192000	25383000	30014000	41770000	27184000
Q9NRR5	2172900	2460600	2978500	0	7183000	2410600
Q9NRW7;B7Z5E4;Q5T4Q0;F5GYC3	21732000	4863100	25887000	23651000	22028000	39807000
Q9NRX1;F8WBJ6	31260000	21477000	39278000	74623000	53046000	45686000
Q9NRZ9-3;Q9NRZ9-2;Q9NRZ9;Q9NRZ9-6;Q9NRZ9-5;Q9NRZ9-4	55421000	64437000	49678000	81079000	74047000	85740000
Q9NS69	16174000	16728000	12298000	19940000	16901000	16383000
Q9NS86	7795800	6121000	6165900	15741000	15461000	15390000
Q9NS91;F8WE49	17764000	17093000	17687000	31680000	33392000	24264000
Q9NSD9;F5H6Y1	192860000	199260000	111710000	315690000	274900000	331660000
Q9NSE4;F6SBX2	98581000	109230000	90379000	142020000	148420000	142620000
Q9NSI2-2;Q9NSI2;C9JJU7	2213500	9193200	2579100	4033000	4829200	5205600
Q9NSU2-2;Q9NSU2-3;Q9NSU2	2033000	2311600	0	5679400	4533200	2864500
Q9NT62-2;Q9NT62;F8WDI0	17606000	14758000	27620000	27063000	31608000	35903000
Q9NTJ5;E9PGZ4;B4DK71;F8WDN7	84377000	68796000	68531000	98941000	108100000	106270000
Q9NTK5;Q9NTK5-2	448840000	506920000	375150000	749730000	863340000	648840000
Q9NTM9;Q5TCZ7	25727000	20321000	30754000	38742000	51222000	36868000
Q9NTX5-6;Q9NTX5-2;Q9NTX5;Q9NTX5-3;H0Y5L2	0	0	0	0	0	1794500
Q9NTZ6	9967800	10252000	11322000	19320000	19029000	20414000
Q9NU22	677070000	584720000	602590000	938510000	861050000	842510000
Q9NUA8;F8WAI8	12006000	13282000	8358200	17664000	20925000	19728000
Q9NUJ1;B7Z6A8;C9IZX5	42242000	57725000	33488000	49401000	63624000	51922000
Q9NUP9;G3V1D4	4497500	6215800	5951400	7445700	7553200	19597000
Q9NUQ3-2;Q9NUQ3	7479200	11970000	12479000	20504000	21832000	25994000
Q9NUQ6-2;Q9NUQ6;B4DT67;F8W6C2;B8ZZZ7	9377200	12727000	6833100	6727500	17409000	18691000
Q9NUQ8-2;Q9NUQ8	19622000	16515000	15676000	22007000	9527700	13346000
Q9NUQ9;E5RI16	117940000	127230000	135820000	210910000	190870000	172770000
Q9NUW8;G3V2J6;Q86TV8;G3V2F4;E7EPD8	3910800	5131400	3061500	4386300	6006400	3578600
Q9NV88-2;Q9NV88;B7Z560;H0YG17;G3XAN1;H7BYQ6	26949000	31035000	20230000	41694000	45948000	43159000
Q9NVH2-3;Q9NVH2-2;Q9NVH2;Q9NVH2-4	90274000	93410000	55798000	100140000	91065000	101190000
Q9NVI1;Q9NVI1-2;Q9NVI1-1;F8W7R3;H3BP78	221870000	248730000	244140000	395450000	363310000	362180000
Q9NVI7-2;Q9NVI7;G3V1I6;H0Y2W2;Q5T9A4;Q5T9A4-3	83930000	88550000	70179000	128090000	160950000	111240000
Q9NVJ2;Q96BM9	13198000	12862000	16960000	125210000	159490000	83212000
Q9NVM6;H0YLQ7;H0YK99	12909000	12695000	10390000	11714000	9846700	11289000
Q9NVM9;B4DNK1;H0YH12	45439000	58066000	36014000	65098000	76305000	72778000
Q9NVN8	13258000	10266000	12179000	9674000	10348000	13010000
Q9NVP1;F5H863	416830000	378350000	401040000	544960000	514010000	488800000
Q9NVP2	25132000	23524000	22549000	36552000	27663000	21930000
Q9NVR2	28277000	32092000	28867000	41335000	45227000	46120000
Q9NVU7;E7EW05;F8W8T7;D6RC74;Q9NVU7-2	11637000	12810000	10727000	5448400	13552000	6725600
Q9NVV4-2;Q9NVV4	13235000	9691700	6837400	13172000	12439000	20585000
Q9NVX2;F5GZ79	11238000	11109000	0	13648000	20449000	18371000
Q9NW13;E9PDD9	183430000	172510000	149200000	306650000	259210000	280900000
Q9NW82	7900800	9824900	6847300	8013500	11681000	9571300
Q9NWB6;E7EUG0;Q9NWB6-2	67983000	55462000	75228000	76365000	72446000	77062000
Q9NWH9;H7C3F4;A8K5V8	297200000	325830000	174280000	255290000	193740000	308880000
Q9NWT1	9920400	20996000	10246000	22643000	18212000	21800000
Q9NWV8;Q9NWV8-2;H9KV33	23909000	33756000	19994000	34633000	32261000	32793000
Q9NX20;E9PI14	10203000	13707000	18065000	18390000	15524000	35579000
Q9NX24;D6RC52;D6RCB9	671500000	606010000	515360000	1084500000	798610000	1230200000
Q9NX58	75445000	66770000	74520000	87872000	67186000	69045000
Q9NXA8-3;Q9NXA8-2;Q9NXA8	4106500	4901400	2409300	5292000	6249600	5640500
Q9NXE4-2;Q9NXE4;Q9NXE4-4;Q9NXE4-3;H7BXF4;G8JLC4;H7C1Q6;E7ESA2;B4E0L6;B4DWK7;B4DQ31;B4DM23	42686000	63096000	42912000	69938000	68995000	37888000
Q9NXF1-2;Q9NXF1;E7ERG2	340440000	334650000	324570000	489500000	460320000	529930000
Q9NXG2	19494000	26654000	16894000	48765000	35610000	35122000
Q9NXH9-2;Q9NXH9	20001000	31054000	10385000	35449000	28443000	37875000
Q9NXR7;Q9NXR7-4;Q9NXR7-3;Q9NXR7-1;F8W733;H7BYD8	111820000	108230000	119630000	120240000	118120000	124860000
Q9NXV6	27077000	28616000	31843000	40877000	43805000	37848000
Q9NY12-2;Q9NY12	654270000	489940000	514990000	1257300000	1.237e+09	1362700000
Q9NYB0	85313000	92250000	108710000	109980000	156370000	154980000
Q9NYF8-2;Q9NYF8;Q9NYF8-3;E9PK91;Q9NYF8-4;E9PQN2;E9PKI6;E9PK09;E9PJA7	677420000	840190000	651320000	827490000	1.195e+09	1.063e+09
Q9NYK5;Q9NYK5-2;C9JG87	8488600	7920000	9694200	13401000	15269000	12044000
